territorial,fecha_registro,pr,distancia_pr,fecha_acc,dia_semana_acc,min_acc,condic_meteor,estado_super,terreno,secc_tip,geometria_acc,tipo_cierre,horas_cierre,min_cierre,n_heridos,n_muertos,n_victimas,clase_accidente,causa_posible,ref_loc,hora_acc,duracion_cierre_horas
San Andres y Providencia,2018-03-06 16:52:00,22,900.0,2018-02-25 05:00:00,domingo,3,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,maniobras imprudentes,0101_0_22,13.0,11.0
San Andres y Providencia,2018-03-06 16:51:00,21,940.0,2018-02-17 05:00:00,sabado,36,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,0,1.0,Choque,embriaguez o sustancias alucinogenas,0101_0_21,10.0,14.0
San Andres y Providencia,2018-03-06 16:46:00,1,500.0,2018-02-03 05:00:00,sabado,0,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,maniobras imprudentes,0101_0_1,16.0,8.0
San Andres y Providencia,2018-03-06 16:44:00,26,800.0,2018-01-27 05:00:00,sabado,0,Seca,Seca y limpia,Plano,Terraplen,Curva Derecha,Transito normal con precaución,0,0,3,0,1.0,Choque,maniobras imprudentes,0101_0_26,9.0,15.0
San Andres y Providencia,2018-03-06 16:42:00,16,300.0,2018-01-24 05:00:00,miercoles,40,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,maniobras imprudentes,0101_0_16,18.0,6.0
San Andres y Providencia,2018-03-06 16:40:00,20,150.0,2018-01-21 05:00:00,domingo,18,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,embriaguez o sustancias alucinogenas,0101_0_20,11.0,13.0
San Andres y Providencia,2018-03-06 16:34:00,23,800.0,2018-01-04 05:00:00,jueves,30,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,1,1.0,Choque,desobediencia a normas y senales,0101_0_23,7.0,17.0
San Andres y Providencia,2018-03-06 16:34:00,23,800.0,2018-01-04 05:00:00,jueves,30,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,1,1.0,Choque,desobediencia a normas y senales,0101_0_23,14.0,10.0
San Andres y Providencia,2018-03-06 16:34:00,23,800.0,2018-01-04 05:00:00,jueves,30,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,1,1.0,Choque,desobediencia a normas y senales,0101_0_23,23.0,1.0
San Andres y Providencia,2018-01-19 15:20:00,2,200.0,2017-12-04 05:00:00,lunes,0,Seca,Seca y limpia,Plano,Terraplen,Curva Izquierda,Transito normal con precaución,0,0,1,0,1.0,Choque,estacionamiento y senalizacion imprudente,0101_0_2,8.0,16.0
San Andres y Providencia,2018-01-16 13:24:00,24,0.0,2017-12-18 05:00:00,lunes,0,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,adelantamientos indebidos,0101_0_24,11.0,13.0
San Andres y Providencia,2018-01-16 13:21:00,10,800.0,2017-12-03 05:00:00,domingo,55,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,adelantamientos indebidos,0101_0_10,19.0,5.0
San Andres y Providencia,2018-01-16 13:16:00,1,800.0,2017-12-02 05:00:00,sabado,55,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Volcamiento,maniobras imprudentes,0101_0_1,6.0,18.0
San Andres y Providencia,2018-01-16 13:03:00,26,500.0,2017-12-12 05:00:00,martes,30,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Volcamiento,embriaguez o sustancias alucinogenas,0101_0_26,23.0,1.0
San Andres y Providencia,2018-01-09 16:44:00,26,700.0,2017-11-09 05:00:00,jueves,40,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,2,1.0,Choque,maniobras imprudentes,0101_0_26,17.0,7.0
San Andres y Providencia,2017-12-04 14:01:00,1,900.0,2017-11-03 05:00:00,viernes,53,Seca,Seca y limpia,Plano,Terraplen,Curva Izquierda,Transito normal con precaución,0,0,2,2,1.0,Choque,maniobras imprudentes,0101_0_1,11.0,13.0
San Andres y Providencia,2017-11-21 16:03:00,0,600.0,2017-10-29 05:00:00,domingo,30,Seca,Seca y limpia,Plano,Terraplen,Curva Derecha,Transito normal con precaución,0,0,2,2,1.0,Choque,maniobras imprudentes,0101_0_0,6.0,18.0
San Andres y Providencia,2017-11-07 16:45:00,2,200.0,2017-10-21 05:00:00,sabado,30,Sol,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,estacionamiento y senalizacion imprudente,0101_0_2,14.0,10.0
San Andres y Providencia,2017-11-07 16:41:00,22,700.0,2017-10-14 05:00:00,sabado,40,Sol,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,maniobras imprudentes,0101_0_22,6.0,18.0
San Andres y Providencia,2017-11-07 16:34:00,25,100.0,2017-10-13 05:00:00,viernes,30,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,maniobras imprudentes,0101_0_25,19.0,5.0
San Andres y Providencia,2017-10-06 16:53:00,20,0.0,2017-08-28 05:00:00,lunes,50,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Volcamiento,maniobras imprudentes,0101_0_20,8.0,16.0
San Andres y Providencia,2017-10-06 16:46:00,22,900.0,2017-08-22 05:00:00,martes,58,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,maniobras imprudentes,0101_0_22,18.0,6.0
San Andres y Providencia,2017-10-04 15:01:00,21,300.0,2017-09-23 05:00:00,sabado,45,Sol,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,desobediencia a normas y senales,0101_0_21,14.0,10.0
San Andres y Providencia,2017-09-12 17:59:00,22,900.0,2017-05-25 05:00:00,jueves,30,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,maniobras imprudentes,0101_0_22,9.0,15.0
San Andres y Providencia,2017-08-23 16:59:00,20,220.0,2017-07-31 05:00:00,lunes,26,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Volcamiento,fallas mecanicas y del sistema electrico,0101_0_20,15.0,9.0
San Andres y Providencia,2017-08-23 16:48:00,21,0.0,2017-06-12 05:00:00,lunes,40,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,maniobras imprudentes,0101_0_21,14.0,10.0
San Andres y Providencia,2017-08-23 16:37:00,20,950.0,2017-06-11 05:00:00,domingo,40,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,desobediencia a normas y senales,0101_0_20,22.0,2.0
San Andres y Providencia,2017-08-23 16:01:00,4,300.0,2017-04-10 05:00:00,lunes,35,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,4,35,1,0,1.0,Atropello,condiciones de la via y factores ambientales,0101_0_4,5.0,23.0
San Andres y Providencia,2017-08-23 15:52:00,3,20.0,2017-04-30 05:00:00,domingo,35,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,maniobras imprudentes,0101_0_3,4.0,20.0
San Andres y Providencia,2017-08-23 15:41:00,1,5.0,2017-03-19 05:00:00,domingo,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,imprudencia del conductor,0101_0_1,20.0,4.0
San Andres y Providencia,2017-08-23 15:34:00,10,800.0,2017-03-11 05:00:00,sabado,35,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,maniobras imprudentes,0101_0_10,5.0,19.0
San Andres y Providencia,2017-05-22 04:35:00,10,800.0,2017-01-27 05:00:00,viernes,36,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,adelantamientos indebidos,0101_0_10,20.0,4.0
San Andres y Providencia,2017-05-22 04:05:00,3,69.0,2016-12-20 05:00:00,martes,45,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,maniobras imprudentes,0101_0_3,10.0,14.0
San Andres y Providencia,2018-03-06 16:48:00,9,0.0,2018-02-08 05:00:00,jueves,0,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,5,0,1.0,Choque,maniobras imprudentes,0101_0_9,20.0,4.0
San Andres y Providencia,2018-03-06 16:48:00,9,0.0,2018-02-08 05:00:00,jueves,0,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,5,0,1.0,Choque,maniobras imprudentes,0101_0_9,21.0,3.0
San Andres y Providencia,2017-05-04 22:54:00,2,435.0,2017-05-01 05:00:00,lunes,0,Lluvia,Humeda,Plano,Terraplen,Curva Izquierda,Transito normal con precaución,1,14,1,0,1.0,Choque,conducta de peatones,0301_0_2,15.0,10.0
Chocó,2018-03-08 20:32:00,40,0.0,2018-02-07 05:00:00,miercoles,0,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,0,1.0,Atropello,exceso de velocidad,5002_1_40,15.0,9.0
San Andres y Providencia,2018-01-19 15:15:00,9,700.0,2017-12-01 05:00:00,viernes,30,Seca,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no determinada,0301_0_9,17.0,7.0
Valle del Cauca,2018-04-25 16:10:00,35,980.0,2018-03-02 05:00:00,viernes,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,17,30,2,0,1.0,Choque,no determinada,1901_0_35,17.0,0.0
Valle del Cauca,2018-04-25 14:36:00,33,800.0,2018-02-01 05:00:00,jueves,30,Lluvia,Humeda,Montañoso,Media ladera Izquierda,Recta,Transito normal con precaución,17,0,0,0,1.0,Volcamiento,no determinada,1901_0_33,10.0,7.0
Valle del Cauca,2018-04-25 14:36:00,33,800.0,2018-02-01 05:00:00,jueves,30,Lluvia,Humeda,Montañoso,Media ladera Izquierda,Recta,Transito normal con precaución,17,0,0,0,1.0,Volcamiento,no determinada,1901_0_33,10.0,7.0
Valle del Cauca,2018-04-23 15:15:00,34,0.0,2018-02-05 05:00:00,lunes,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,22,45,3,0,1.0,Choque,no determinada,1901_0_34,17.0,5.0
Valle del Cauca,2018-03-07 16:51:00,52,120.0,2018-01-19 05:00:00,viernes,15,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,23,10,0,1,1.0,Choque,no determinada,1901_0_52,6.0,17.0
Valle del Cauca,2018-03-07 16:46:00,37,940.0,2018-01-28 05:00:00,domingo,0,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Transito normal con precaución,19,20,6,0,1.0,Volcamiento,no determinada,1901_0_37,11.0,8.0
Valle del Cauca,2018-01-29 21:57:00,24,790.0,2017-12-25 05:00:00,lunes,0,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,14,30,1,0,1.0,Choque,no determinada,1901_0_24,17.0,21.0
Valle del Cauca,2018-01-29 21:53:00,40,850.0,2017-12-22 05:00:00,viernes,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,7,20,0,0,1.0,Choque,no determinada,1901_0_40,7.0,0.0
Valle del Cauca,2018-01-29 21:46:00,31,680.0,2017-12-20 05:00:00,miercoles,50,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,9,15,2,1,1.0,Choque,no determinada,1901_0_31,22.0,11.0
Valle del Cauca,2018-01-29 21:35:00,34,330.0,2017-12-15 05:00:00,viernes,10,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,16,30,2,0,1.0,Choque,no determinada,1901_0_34,6.0,10.0
Valle del Cauca,2018-01-29 21:32:00,59,970.0,2017-12-23 05:00:00,sabado,10,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,13,20,0,0,1.0,Volcamiento,no determinada,1901_0_59,2.0,11.0
Valle del Cauca,2018-01-09 16:06:00,38,300.0,2017-11-29 05:00:00,miercoles,0,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,14,10,0,0,1.0,Choque,no determinada,1901_0_38,8.0,6.0
Valle del Cauca,2018-01-09 16:00:00,30,360.0,2017-11-15 05:00:00,miercoles,40,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,22,40,0,1,1.0,Choque,no determinada,1901_0_30,23.0,23.0
Valle del Cauca,2018-01-09 15:42:00,25,760.0,2017-11-12 05:00:00,domingo,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,15,20,0,0,1.0,Choque,no determinada,1901_0_25,22.0,17.0
Valle del Cauca,2018-01-09 15:37:00,39,950.0,2017-11-12 05:00:00,domingo,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,19,15,2,1,1.0,Choque,no determinada,1901_0_39,14.0,5.0
Valle del Cauca,2017-10-05 16:07:00,32,280.0,2017-08-27 05:00:00,domingo,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,18,30,4,0,1.0,Choque,no determinada,1901_0_32,5.0,13.0
Valle del Cauca,2017-10-05 15:56:00,34,300.0,2017-08-07 05:00:00,lunes,20,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,12,30,0,0,1.0,Choque,no determinada,1901_0_34,1.0,11.0
Valle del Cauca,2017-10-05 15:50:00,36,500.0,2017-08-06 05:00:00,domingo,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,20,55,0,1,1.0,Choque,no determinada,1901_0_36,14.0,6.0
Putumayo,2017-06-19 11:24:00,0,820.0,2017-04-27 05:00:00,jueves,30,Normal,Seca y limpia,Plano,Cajón,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no determinada,4503_1_0,0.0,0.0
Valle del Cauca,2017-10-05 14:43:00,21,500.0,2017-08-02 05:00:00,miercoles,20,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,9,40,1,0,1.0,Atropello,no determinada,1901_0_21,1.0,8.0
Valle del Cauca,2017-07-31 22:32:00,55,400.0,2017-06-10 05:00:00,sabado,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,15,10,1,0,1.0,Choque,no determinada,1901_0_55,13.0,2.0
Valle del Cauca,2017-07-31 22:27:00,30,300.0,2017-05-01 05:00:00,lunes,30,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,17,45,5,0,1.0,Choque,no determinada,1901_0_30,13.0,4.0
Valle del Cauca,2017-05-26 20:03:00,22,300.0,2017-02-06 05:00:00,lunes,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,17,50,0,0,1.0,Choque,defectos fisicos y psiquicos,1901_0_22,14.0,3.0
Valle del Cauca,2017-05-25 20:03:00,32,0.0,2017-01-31 05:00:00,martes,10,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,20,30,1,0,1.0,Atropello,conducta de peatones,1901_0_32,17.0,3.0
Valle del Cauca,2017-05-25 19:58:00,37,850.0,2017-01-28 05:00:00,sabado,50,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,20,30,1,0,1.0,Volcamiento,maniobras imprudentes,1901_0_37,5.0,15.0
Valle del Cauca,2017-05-25 19:44:00,53,700.0,2017-01-27 05:00:00,viernes,35,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,12,50,1,1,1.0,Choque,exceso en horas de conduccion,1901_0_53,12.0,0.0
Valle del Cauca,2017-05-25 18:43:00,37,960.0,2017-01-11 05:00:00,miercoles,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,6,40,0,0,1.0,Volcamiento,fallas mecanicas y del sistema electrico,1901_0_37,5.0,1.0
Valle del Cauca,2017-05-24 20:32:00,59,560.0,2017-01-08 05:00:00,domingo,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,14,30,0,0,1.0,Incendio,fallas mecanicas y del sistema electrico,1901_0_59,6.0,8.0
Valle del Cauca,2017-05-24 19:41:00,28,480.0,2016-12-31 05:00:00,sabado,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,10,40,0,0,1.0,Volcamiento,no determinada,1901_0_28,15.0,19.0
Valle del Cauca,2017-05-24 19:32:00,38,380.0,2016-12-22 05:00:00,jueves,0,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,15,15,2,0,1.0,Choque,no determinada,1901_0_38,15.0,0.0
Valle del Cauca,2017-05-24 19:12:00,49,700.0,2016-12-21 05:00:00,miercoles,45,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Recta,Transito normal con precaución,10,5,2,0,1.0,Volcamiento,desobediencia a normas y senales,1901_0_49,4.0,6.0
Valle del Cauca,2017-05-24 18:57:00,37,980.0,2016-12-21 05:00:00,miercoles,45,Lluvia,Humeda,Montañoso,Media ladera Izquierda,Curva Izquierda,Transito normal con precaución,18,10,0,0,1.0,Choque,no determinada,1901_0_37,0.0,18.0
Valle del Cauca,2017-05-06 14:52:00,19,980.0,2017-04-21 05:00:00,viernes,45,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Transito normal con precaución,12,15,0,0,1.0,Choque,exceso de velocidad,1901_0_19,10.0,2.0
Valle del Cauca,2017-05-06 14:40:00,23,800.0,2017-04-16 05:00:00,domingo,30,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,16,45,2,0,1.0,Choque,no determinada,1901_0_23,4.0,12.0
Valle del Cauca,2017-05-06 14:28:00,29,200.0,2017-04-14 05:00:00,viernes,0,Lluvia,Humeda,Plano,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,13,20,0,0,1.0,Volcamiento,no determinada,1901_0_29,8.0,5.0
Valle del Cauca,2017-05-06 14:17:00,42,0.0,2017-04-08 05:00:00,sabado,30,Normal,Seca y limpia,Plano,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,13,0,1,0,1.0,Choque,condiciones de la via y factores ambientales,1901_0_42,1.0,12.0
Valle del Cauca,2017-05-06 13:42:00,43,900.0,2017-04-07 05:00:00,viernes,10,Normal,Seca y limpia,Plano,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,16,20,3,0,1.0,Choque,no determinada,1901_0_43,10.0,6.0
Valle del Cauca,2018-03-09 18:50:00,2,657.0,2017-04-24 05:00:00,lunes,55,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_2,17.0,7.0
Valle del Cauca,2017-05-06 13:32:00,37,400.0,2017-03-18 05:00:00,sabado,55,Normal,Seca y limpia,Plano,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,6,15,0,0,1.0,Volcamiento,no determinada,1901_0_37,12.0,18.0
Valle del Cauca,2017-05-06 13:28:00,21,0.0,2017-03-13 05:00:00,lunes,40,Lluvia,Humeda,Plano,Media Ladera Derecha,Recta,Transito normal con precaución,16,10,0,0,1.0,Choque,no determinada,1901_0_21,4.0,12.0
Valle del Cauca,2017-05-06 13:19:00,43,800.0,2017-02-27 05:00:00,lunes,0,Normal,Seca y limpia,Plano,Media ladera Izquierda,Recta,Transito normal con precaución,19,5,1,0,1.0,Choque,exceso de velocidad,1901_0_43,22.0,21.0
Valle del Cauca,2017-05-06 13:10:00,59,600.0,2017-02-19 05:00:00,domingo,30,Normal,Seca y limpia,Plano,Media ladera Izquierda,Recta,Transito normal con precaución,21,50,1,0,1.0,Atropello,no determinada,1901_0_59,13.0,8.0
Valle del Cauca,2017-05-06 12:58:00,25,320.0,2017-02-19 05:00:00,domingo,20,Normal,Seca y limpia,Plano,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,19,45,2,0,1.0,Choque,no determinada,1901_0_25,11.0,8.0
Valle del Cauca,2017-07-05 19:46:00,3,870.0,2017-02-06 05:00:00,lunes,25,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,adelantamientos indebidos,2301_1_3,23.0,1.0
Valle del Cauca,2017-07-05 19:41:00,4,500.0,2017-04-05 05:00:00,miercoles,20,Normal,Seca y limpia,Plano,Terraplen,Curva Izquierda,Parcial con reducción de carriles,0,0,1,0,1.0,Choque,impericia en el manejo,2301_1_4,14.0,10.0
Valle del Cauca,2017-07-05 19:33:00,4,500.0,2017-04-23 05:00:00,domingo,45,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_4,9.0,15.0
Valle del Cauca,2017-07-05 19:18:00,4,500.0,2017-03-03 05:00:00,viernes,20,Normal,Seca y limpia,Plano,Terraplen,Curva Izquierda,Parcial con reducción de carriles,0,0,1,0,1.0,Choque,no determinada,2301_1_4,18.0,6.0
Valle del Cauca,2017-07-05 18:27:00,6,600.0,2017-04-08 05:00:00,sabado,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2301_1_6,21.0,3.0
Valle del Cauca,2017-07-05 18:00:00,6,950.0,2017-03-17 05:00:00,viernes,45,Normal,Seca y limpia,Plano,Terraplen,Curva Derecha,Parcial con reducción de carriles,0,0,3,0,1.0,Choque,no determinada,2301_1_6,21.0,3.0
Valle del Cauca,2017-07-05 17:55:00,7,250.0,2017-03-16 05:00:00,jueves,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2301_1_7,21.0,3.0
Valle del Cauca,2017-07-05 17:45:00,7,550.0,2017-03-15 05:00:00,miercoles,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,2,0,1.0,Atropello,no determinada,2301_1_7,9.0,15.0
Valle del Cauca,2017-07-05 17:43:00,8,620.0,2017-04-18 05:00:00,martes,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,3,0,1.0,Choque,no mantener distancia de seguridad,2301_1_8,10.0,14.0
Valle del Cauca,2017-07-05 17:18:00,12,0.0,2017-03-27 05:00:00,lunes,15,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_12,16.0,8.0
Valle del Cauca,2017-07-05 17:10:00,2,720.0,2017-02-01 05:00:00,miercoles,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2301_1_2,8.0,16.0
Valle del Cauca,2017-07-05 17:07:00,6,200.0,2017-02-02 05:00:00,jueves,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_6,8.0,16.0
Valle del Cauca,2017-07-05 16:57:00,8,1000.0,2017-02-02 05:00:00,jueves,40,Normal,Seca y limpia,Plano,Terraplen,Curva Izquierda,Parcial con reducción de carriles,0,0,1,0,1.0,Choque,desobediencia a normas y senales,2301_1_8,6.0,18.0
Valle del Cauca,2017-07-05 16:53:00,2,0.0,2017-02-28 05:00:00,martes,45,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,desobediencia a normas y senales,2301_1_2,10.0,14.0
Valle del Cauca,2017-07-05 16:46:00,2,920.0,2017-02-03 05:00:00,viernes,45,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,maniobras imprudentes,2301_1_2,11.0,13.0
Valle del Cauca,2017-07-05 16:41:00,8,600.0,2017-02-03 05:00:00,viernes,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,1,0,1.0,Choque,no determinada,2301_1_8,9.0,15.0
Valle del Cauca,2017-07-06 16:13:00,1,600.0,2017-01-06 05:00:00,viernes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2301_1_1,12.0,12.0
Valle del Cauca,2017-07-06 16:09:00,8,1000.0,2017-04-20 05:00:00,jueves,20,Lluvia,Humeda,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,desobediencia a normas y senales,2301_1_8,5.0,19.0
Valle del Cauca,2017-07-06 16:06:00,0,250.0,2017-04-02 05:00:00,domingo,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,adelantamientos indebidos,2301_1_0,7.0,17.0
Valle del Cauca,2017-07-05 15:59:00,0,650.0,2017-02-07 05:00:00,martes,15,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2301_1_0,11.0,13.0
Valle del Cauca,2017-07-05 15:56:00,3,580.0,2017-02-07 05:00:00,martes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_3,16.0,8.0
Valle del Cauca,2017-07-05 15:53:00,12,0.0,2017-02-10 05:00:00,viernes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_12,20.0,4.0
Valle del Cauca,2017-07-05 15:50:00,6,950.0,2017-02-10 05:00:00,viernes,30,Normal,Seca y limpia,Plano,Terraplen,Curva Izquierda,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_6,6.0,18.0
Valle del Cauca,2017-07-05 15:39:00,3,870.0,2017-02-14 05:00:00,martes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,exceso en horas de conduccion,2301_1_3,3.0,21.0
Valle del Cauca,2017-06-29 21:05:00,2,600.0,2017-02-16 05:00:00,jueves,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,no determinada,2301_1_2,11.0,13.0
Valle del Cauca,2017-06-29 20:45:00,7,820.0,2017-02-17 05:00:00,viernes,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,maniobras imprudentes,2301_1_7,11.0,13.0
Valle del Cauca,2017-06-29 20:37:00,11,370.0,2017-02-25 05:00:00,sabado,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,2,0,1.0,Choque,no determinada,2301_1_11,11.0,13.0
