territorial,fecha_registro,pr,distancia_pr,fecha_acc,dia_semana_acc,min_acc,condic_meteor,estado_super,terreno,secc_tip,geometria_acc,tipo_cierre,horas_cierre,min_cierre,n_heridos,n_muertos,n_victimas,clase_accidente,causa_posible,ref_loc,hora_acc,duracion_cierre_horas
Antioquia,2018-02-21 21:25:00,67,600.0,2018-01-22 05:00:00,lunes,50,Niebla,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,0,0,0,0,1.0,Choque,no determinada,2511_0_67,17.0,7.0
Antioquia,2018-02-21 21:31:00,68,550.0,2018-01-10 05:00:00,miercoles,0,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,adelantamientos indebidos,2511_0_68,21.0,3.0
Antioquia,2018-02-21 21:35:00,68,800.0,2018-01-05 05:00:00,viernes,50,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Transito normal con precaución,0,0,0,0,1.0,Choque,adelantamientos indebidos,2511_0_68,1.0,23.0
Antioquia,2018-02-28 13:51:00,69,700.0,2018-01-01 05:00:00,lunes,50,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,17,40,1,0,1.0,Choque,no determinada,2511_0_69,15.0,2.0
Antioquia,2018-02-28 13:56:00,73,350.0,2018-01-23 05:00:00,martes,10,Normal,Seca y limpia,Ondulado,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,21,30,0,0,1.0,Choque,no determinada,2511_0_73,16.0,5.0
Antioquia,2018-02-28 14:04:00,79,700.0,2018-01-22 05:00:00,lunes,30,Normal,Seca y limpia,Montañoso,Terraplen,Recta,Transito normal con precaución,15,15,0,0,1.0,Choque,no determinada,2511_0_79,19.0,20.0
Antioquia,2018-02-28 14:11:00,83,2.0,2018-01-06 05:00:00,sabado,30,Normal,Seca y limpia,Ondulado,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,0,0,0,0,1.0,Choque,no determinada,2511_0_83,16.0,8.0
Antioquia,2018-02-28 14:22:00,84,87.0,2018-01-10 05:00:00,miercoles,50,Normal,Seca y limpia,Ondulado,Terraplen,Curva Derecha,Parcial con reducción de carriles,17,10,1,0,1.0,Choque,no determinada,2511_0_84,22.0,19.0
Antioquia,2018-02-28 14:29:00,84,150.0,2018-01-10 05:00:00,miercoles,0,Normal,Seca y limpia,Ondulado,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_84,10.0,14.0
Antioquia,2018-02-28 14:32:00,84,370.0,2018-01-05 05:00:00,viernes,30,Normal,Seca y limpia,Ondulado,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,adelantamientos indebidos,2511_0_84,17.0,7.0
Antioquia,2018-02-28 14:45:00,92,50.0,2018-01-28 05:00:00,domingo,0,Normal,Seca y limpia,Ondulado,Media ladera Izquierda,Recta,Transito normal con precaución,20,2,2,1,1.0,Choque,impericia en el manejo,2511_0_92,18.0,2.0
Antioquia,2018-02-28 14:47:00,96,800.0,2018-01-21 05:00:00,domingo,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Parcial con reducción de carriles,0,0,0,1,1.0,Choque,no determinada,2511_0_96,13.0,11.0
Antioquia,2018-02-28 14:57:00,101,200.0,2018-01-13 05:00:00,sabado,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,8,50,0,0,1.0,Choque,no determinada,2511_0_101,8.0,0.0
Antioquia,2018-03-27 20:08:00,1,700.0,2018-02-27 05:00:00,martes,20,Normal,Seca y limpia,Ondulado,Media ladera Izquierda,Recta,Transito normal con precaución,18,50,0,0,1.0,Choque,no determinada,2511_0_1,22.0,20.0
Antioquia,2018-03-27 20:29:00,4,30.0,2018-02-25 05:00:00,domingo,0,Normal,Seca y limpia,Ondulado,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,10,50,0,0,1.0,Choque,no determinada,2511_0_4,7.0,3.0
Antioquia,2018-03-27 20:36:00,27,100.0,2018-01-21 05:00:00,domingo,25,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,17,0,1,0,1.0,Choque,no determinada,2511_0_27,6.0,11.0
Antioquia,2018-03-27 20:39:00,36,100.0,2018-02-23 05:00:00,viernes,30,Lluvia,Humeda,Ondulado,Media ladera Izquierda,Curva Derecha,Transito normal con precaución,0,0,0,0,1.0,Choque,adelantamientos indebidos,2511_0_36,10.0,14.0
Antioquia,2017-10-04 19:44:00,15,300.0,2017-08-19 05:00:00,sabado,30,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,15,50,0,0,1.0,Choque,no determinada,2511_0_15,12.0,3.0
Antioquia,2017-10-04 19:48:00,18,0.0,2017-08-05 05:00:00,sabado,30,Normal,Seca y limpia,Plano,Media ladera Izquierda,Curva Derecha,Parcial con reducción de carriles,7,40,0,0,1.0,Choque,no determinada,2511_0_18,7.0,0.0
Antioquia,2017-10-04 19:51:00,51,360.0,2017-08-26 05:00:00,sabado,30,Lluvia,Humeda,Plano,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,17,30,3,0,1.0,Choque,no determinada,2511_0_51,14.0,3.0
Antioquia,2017-10-04 19:55:00,53,600.0,2017-08-18 05:00:00,viernes,30,Niebla,Humeda,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,22,50,0,0,1.0,Choque,no determinada,2511_0_53,15.0,7.0
Antioquia,2017-10-04 19:58:00,55,500.0,2017-08-29 05:00:00,martes,10,Niebla,Humeda,Ondulado,Media ladera Izquierda,Curva Derecha,Parcial con reducción de carriles,20,20,0,0,1.0,Choque,no determinada,2511_0_55,8.0,12.0
Antioquia,2017-10-04 19:59:00,69,800.0,2017-08-04 05:00:00,viernes,30,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Recta,Parcial con reducción de carriles,8,30,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_69,7.0,1.0
Antioquia,2017-10-04 20:01:00,76,850.0,2017-08-13 05:00:00,domingo,30,Normal,Seca y limpia,Ondulado,Media ladera Izquierda,Recta,Parcial con reducción de carriles,14,10,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_76,20.0,18.0
Antioquia,2017-10-04 20:12:00,80,50.0,2017-08-28 05:00:00,lunes,10,Lluvia,Humeda,Montañoso,Media ladera Izquierda,Curva Derecha,Parcial con reducción de carriles,8,30,0,0,1.0,Choque,no determinada,2511_0_80,21.0,11.0
Antioquia,2017-10-04 20:15:00,85,300.0,2017-08-29 05:00:00,martes,20,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,6,50,0,0,1.0,Choque,no determinada,2511_0_85,17.0,13.0
Antioquia,2017-10-04 20:19:00,87,999.0,2017-08-27 05:00:00,domingo,40,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,17,40,0,0,1.0,Choque,no determinada,2511_0_87,8.0,9.0
Antioquia,2017-10-04 20:21:00,86,200.0,2017-08-02 05:00:00,miercoles,15,Normal,Seca y limpia,Ondulado,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,12,0,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_86,6.0,6.0
Antioquia,2017-10-04 20:23:00,91,700.0,2017-08-05 05:00:00,sabado,30,Normal,Seca y limpia,Ondulado,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,4,50,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_91,7.0,21.0
Antioquia,2017-10-05 13:49:00,60,900.0,2017-03-23 05:00:00,jueves,30,Lluvia,Humeda,Ondulado,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,7,30,0,0,1.0,Choque,no determinada,2511_0_60,4.0,3.0
Antioquia,2017-10-05 13:54:00,1,500.0,2017-03-30 05:00:00,jueves,50,Lluvia,Humeda,Ondulado,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2511_0_1,18.0,6.0
Antioquia,2017-10-05 14:00:00,1,800.0,2017-03-30 05:00:00,jueves,15,Lluvia,Humeda,Ondulado,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,2,40,0,0,1.0,Atropello,no determinada,2511_0_1,18.0,8.0
Antioquia,2017-10-05 14:15:00,12,700.0,2017-03-30 05:00:00,jueves,50,Lluvia,Humeda,Ondulado,Terraplen,Curva Derecha,Transito normal con precaución,8,15,0,0,1.0,Choque,no mantener distancia de seguridad,2511_0_12,21.0,11.0
Antioquia,2017-10-05 14:25:00,2,800.0,2017-03-23 05:00:00,jueves,0,Lluvia,Humeda,Ondulado,Terraplen,Curva Derecha,Transito normal con precaución,21,30,0,0,1.0,Choque,exceso en horas de conduccion,2511_0_2,4.0,17.0
Antioquia,2017-10-05 14:31:00,8,620.0,2017-03-20 05:00:00,lunes,10,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Recta,Parcial con reducción de carriles,16,55,0,0,1.0,Choque,condiciones de la via y factores ambientales,2511_0_8,15.0,1.0
Antioquia,2017-10-05 14:35:00,48,0.0,2017-03-20 05:00:00,lunes,20,Lluvia,Humeda,Ondulado,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,11,40,0,1,1.0,Choque,condiciones de la via y factores ambientales,2511_0_48,10.0,1.0
Antioquia,2017-10-05 14:44:00,6,650.0,2017-03-17 05:00:00,viernes,51,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,13,35,0,0,1.0,Choque,maniobras imprudentes,2511_0_6,12.0,1.0
Antioquia,2017-10-05 14:50:00,45,50.0,2017-02-23 05:00:00,jueves,30,Normal,Seca y limpia,Ondulado,Media ladera Izquierda,Curva Derecha,Parcial con reducción de carriles,0,0,0,0,1.0,Choque,condiciones de la via y factores ambientales,2511_0_45,14.0,10.0
Antioquia,2017-10-05 15:40:00,1,400.0,2017-03-03 05:00:00,viernes,30,Lluvia,Humeda,Ondulado,Media ladera Izquierda,Recta,Transito normal con precaución,8,20,5,0,1.0,Choque,condiciones de la via y factores ambientales,2511_0_1,10.0,22.0
Antioquia,2017-10-05 15:56:00,63,150.0,2017-03-19 05:00:00,domingo,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,16,50,1,0,1.0,Choque,no determinada,2511_0_63,12.0,4.0
Antioquia,2017-10-05 16:06:00,53,250.0,2017-03-24 05:00:00,viernes,50,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,19,0,0,0,1.0,Choque,no determinada,2511_0_53,17.0,2.0
Antioquia,2017-10-05 16:17:00,80,500.0,2017-03-10 05:00:00,viernes,50,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Izquierda,Parcial con reducción de carriles,6,50,1,0,1.0,Choque,no determinada,2511_0_80,8.0,22.0
Antioquia,2017-10-05 16:25:00,79,0.0,2017-03-24 05:00:00,viernes,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,11,20,0,0,1.0,Choque,no determinada,2511_0_79,6.0,5.0
Antioquia,2017-10-05 16:44:00,63,300.0,2017-03-21 05:00:00,martes,0,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Curva Derecha,Parcial con reducción de carriles,19,30,0,0,1.0,Choque,no determinada,2511_0_63,21.0,22.0
Antioquia,2017-10-06 12:37:00,84,250.0,2017-03-14 05:00:00,martes,30,Normal,Seca y limpia,Plano,Media Ladera Derecha,Recta,Parcial con reducción de carriles,12,30,0,0,1.0,Choque,no determinada,2511_0_84,17.0,19.0
Antioquia,2017-10-06 12:44:00,50,51.0,2017-03-03 05:00:00,viernes,30,Niebla,Humeda,Montañoso,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,15,2,2,0,1.0,Choque,no determinada,2511_0_50,23.0,16.0
Antioquia,2017-10-06 12:50:00,54,0.0,2017-03-14 05:00:00,martes,30,Niebla,Humeda,Montañoso,Media Ladera Derecha,Curva Derecha,Parcial con reducción de carriles,19,10,0,0,1.0,Choque,no determinada,2511_0_54,1.0,18.0
Antioquia,2017-10-06 13:07:00,120,0.0,2017-03-17 05:00:00,viernes,50,Niebla,Humeda,Plano,Terraplen,Recta,Parcial con reducción de carriles,8,0,1,0,1.0,Choque,no determinada,2511_0_120,21.0,11.0
Risaralda,2017-10-05 15:19:00,4,900.0,2017-08-03 05:00:00,jueves,22,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,0,1.0,Atropello,exceso de velocidad,2902_1_4,22.0,2.0
Risaralda,2017-10-05 15:28:00,3,650.0,2017-08-04 05:00:00,viernes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,8.0,16.0
Risaralda,2017-10-05 16:43:00,4,390.0,2017-08-07 05:00:00,lunes,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_4,18.0,6.0
Risaralda,2017-10-09 14:59:00,3,230.0,2017-08-12 05:00:00,sabado,15,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,1.0,23.0
Risaralda,2017-10-09 15:15:00,4,570.0,2017-08-14 05:00:00,lunes,48,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,imprudencia del conductor,2902_1_4,0.0,0.0
Risaralda,2017-10-09 15:49:00,3,470.0,2017-08-22 05:00:00,martes,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,embriaguez o sustancias alucinogenas,2902_1_3,10.0,14.0
Risaralda,2017-10-09 16:21:00,3,440.0,2017-08-26 05:00:00,sabado,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,3,0,1.0,Atropello,conducta de peatones,2902_1_3,17.0,7.0
Risaralda,2017-10-09 16:59:00,5,250.0,2017-08-31 05:00:00,jueves,15,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,condiciones de la via y factores ambientales,2902_1_5,9.0,15.0
Risaralda,2017-10-09 17:12:00,5,120.0,2017-08-31 05:00:00,jueves,0,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no determinada,2902_1_5,22.0,2.0
Risaralda,2017-10-17 16:14:00,2,20.0,2017-09-03 05:00:00,domingo,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_2,1.0,23.0
Risaralda,2017-10-17 18:40:00,3,850.0,2017-09-10 05:00:00,domingo,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,conducta de peatones,2902_1_3,18.0,6.0
Risaralda,2017-10-17 18:49:00,5,150.0,2017-09-11 05:00:00,lunes,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,desobediencia a normas y senales,2902_1_5,0.0,0.0
Risaralda,2017-10-17 20:50:00,4,50.0,2017-09-14 05:00:00,jueves,43,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,no determinada,2902_1_4,4.0,20.0
Risaralda,2017-10-25 16:11:00,4,370.0,2017-09-22 05:00:00,viernes,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_4,7.0,17.0
Risaralda,2017-11-15 20:56:00,3,940.0,2017-10-02 05:00:00,lunes,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,0.0,0.0
Risaralda,2017-11-15 21:11:00,3,520.0,2017-10-04 05:00:00,miercoles,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,12.0,12.0
Risaralda,2017-11-16 20:08:00,3,250.0,2017-10-06 05:00:00,viernes,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,14.0,10.0
Risaralda,2017-11-16 21:09:00,4,900.0,2017-10-06 05:00:00,viernes,50,Normal,Seca y limpia,Ondulado,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,estacionamiento y senalizacion imprudente,2902_1_4,15.0,9.0
Risaralda,2017-11-17 15:26:00,3,600.0,2017-10-11 05:00:00,miercoles,13,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Atropello,imprudencia del conductor,2902_1_3,14.0,10.0
Risaralda,2017-11-17 16:04:00,2,620.0,2017-10-12 05:00:00,jueves,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no determinada,2902_1_2,1.0,23.0
Risaralda,2017-11-17 16:27:00,4,900.0,2017-10-12 05:00:00,jueves,55,Normal,Seca y limpia,Ondulado,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_4,5.0,19.0
Risaralda,2017-11-20 21:49:00,1,90.0,2017-10-28 05:00:00,sabado,50,Lluvia,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,defectos fisicos y psiquicos,2902_1_1,15.0,9.0
Risaralda,2017-11-21 14:49:00,4,380.0,2017-10-31 05:00:00,martes,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_4,7.0,17.0
Risaralda,2017-12-21 15:22:00,3,50.0,2017-11-03 05:00:00,viernes,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no determinada,2902_1_3,18.0,6.0
Risaralda,2017-12-21 15:25:00,1,800.0,2017-11-03 05:00:00,viernes,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_1,12.0,12.0
Risaralda,2017-12-21 15:33:00,3,290.0,2017-11-04 05:00:00,sabado,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,1,1.0,Choque,embriaguez o sustancias alucinogenas,2902_1_3,12.0,12.0
Risaralda,2017-12-21 15:40:00,3,330.0,2017-11-05 05:00:00,domingo,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,conducta de peatones,2902_1_3,11.0,13.0
Risaralda,2017-12-21 16:48:00,3,560.0,2017-11-12 05:00:00,domingo,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,7.0,17.0
Risaralda,2017-12-21 17:00:00,1,980.0,2017-11-14 05:00:00,martes,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_1,9.0,15.0
Risaralda,2017-12-21 20:23:00,3,485.0,2017-11-20 05:00:00,lunes,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,desobediencia a normas y senales,2902_1_3,15.0,9.0
Risaralda,2017-12-22 14:46:00,2,700.0,2017-11-23 05:00:00,jueves,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,adelantamientos indebidos,2902_1_2,9.0,15.0
Risaralda,2017-12-22 15:16:00,1,310.0,2017-11-25 05:00:00,sabado,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,exceso de velocidad,2902_1_1,16.0,8.0
Risaralda,2017-12-22 15:22:00,3,740.0,2017-11-25 05:00:00,sabado,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,embriaguez o sustancias alucinogenas,2902_1_3,15.0,9.0
Risaralda,2017-12-22 16:12:00,4,730.0,2017-11-29 05:00:00,miercoles,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_4,7.0,17.0
Risaralda,2018-01-16 20:27:00,3,310.0,2017-12-02 05:00:00,sabado,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,embriaguez o sustancias alucinogenas,2902_1_3,18.0,6.0
Risaralda,2018-01-16 20:38:00,2,210.0,2017-12-02 05:00:00,sabado,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_2,13.0,11.0
Risaralda,2018-01-18 14:46:00,2,500.0,2017-12-08 05:00:00,viernes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no determinada,2902_1_2,6.0,18.0
Risaralda,2018-01-18 19:34:00,5,130.0,2017-12-16 05:00:00,sabado,15,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,desobediencia a normas y senales,2902_1_5,13.0,11.0
Risaralda,2018-01-19 16:06:00,1,380.0,2017-12-22 05:00:00,viernes,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,conducta de peatones,2902_1_1,6.0,18.0
Risaralda,2018-02-14 19:41:00,1,850.0,2018-01-01 05:00:00,lunes,20,Normal,Humeda,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_1,18.0,6.0
Risaralda,2018-02-15 16:15:00,5,280.0,2018-01-10 05:00:00,miercoles,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,desobediencia a normas y senales,2902_1_5,19.0,5.0
Risaralda,2018-02-15 16:29:00,2,20.0,2018-01-10 05:00:00,miercoles,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_2,16.0,8.0
Risaralda,2018-02-15 19:50:00,1,60.0,2018-01-23 05:00:00,martes,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,no mantener distancia de seguridad,2902_1_1,12.0,12.0
Risaralda,2018-02-15 20:12:00,3,635.0,2018-01-26 05:00:00,viernes,20,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,0.0,0.0
Risaralda,2018-02-15 15:22:00,4,410.0,2018-01-10 05:00:00,miercoles,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_4,16.0,8.0
Risaralda,2018-02-15 19:07:00,4,420.0,2018-01-21 05:00:00,domingo,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_4,14.0,10.0
Risaralda,2018-02-15 19:28:00,3,400.0,2018-01-21 05:00:00,domingo,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Atropello,conducta de peatones,2902_1_3,6.0,18.0
Caldas,2018-03-09 15:35:00,33,100.0,2018-02-17 05:00:00,sabado,30,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Recta,Transito normal con precaución,19,45,1,0,1.0,Choque,adelantamientos indebidos,2902_1_33,20.0,23.0
Caldas,2018-03-09 15:37:00,28,800.0,2018-02-17 05:00:00,sabado,35,Normal,Seca y limpia,Montañoso,Media ladera Izquierda,Recta,Transito normal con precaución,7,0,1,0,1.0,Choque,adelantamientos indebidos,2902_1_28,5.0,2.0
Caldas,2018-03-09 15:46:00,33,960.0,2018-02-22 05:00:00,jueves,5,Lluvia,Humeda,Montañoso,Media Ladera Derecha,Curva Izquierda,Transito normal con precaución,9,30,2,0,1.0,Choque,condiciones de la via y factores ambientales,2902_1_33,15.0,18.0
Risaralda,2018-04-03 20:21:00,3,945.0,2018-02-19 05:00:00,lunes,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_3,20.0,4.0
Risaralda,2018-04-03 21:26:00,3,595.0,2018-02-24 05:00:00,sabado,50,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,14.0,10.0
Risaralda,2018-04-06 14:27:00,3,795.0,2018-02-26 05:00:00,lunes,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_3,17.0,7.0
Caldas,2018-04-17 22:29:00,31,650.0,2018-03-16 05:00:00,viernes,30,Lluvia,Humeda,Montañoso,Media ladera Izquierda,Recta,Transito normal con precaución,15,55,3,0,1.0,Choque,no determinada,2902_1_31,9.0,6.0
Caldas,2018-04-17 22:40:00,33,500.0,2018-03-23 05:00:00,viernes,30,Normal,Seca y limpia,Montañoso,Media Ladera Derecha,Curva Derecha,Transito normal con precaución,19,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_33,7.0,12.0
Risaralda,2017-05-26 17:32:00,3,460.0,2017-03-02 05:00:00,jueves,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,1,0,1.0,Choque,adelantamientos indebidos,2902_1_3,4.0,20.0
Risaralda,2017-05-27 14:05:00,3,400.0,2017-03-03 05:00:00,viernes,55,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,adelantamientos indebidos,2902_1_3,10.0,14.0
Risaralda,2017-05-27 14:16:00,2,840.0,2017-03-03 05:00:00,viernes,10,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,adelantamientos indebidos,2902_1_2,5.0,19.0
Risaralda,2017-05-27 15:59:00,2,900.0,2017-03-06 05:00:00,lunes,30,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_2,6.0,18.0
Risaralda,2017-05-27 16:09:00,4,500.0,2017-03-06 05:00:00,lunes,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,2,0,1.0,Choque,impericia en el manejo,2902_1_4,13.0,11.0
Risaralda,2017-05-29 16:04:00,4,430.0,2017-03-07 05:00:00,martes,0,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,maniobras imprudentes,2902_1_4,8.0,16.0
Risaralda,2017-05-29 16:56:00,2,130.0,2017-03-09 05:00:00,jueves,40,Normal,Seca y limpia,Plano,Terraplen,Recta,Transito normal con precaución,0,0,0,0,1.0,Choque,no mantener distancia de seguridad,2902_1_2,18.0,6.0
